test_name,sector,district,age,low_val_pct,normal_pct,high_val_pct
mgb,arab,Central,19-21,0.012,0.976,0.012
b12,general,Sharon - Shomron,19-21,0.077,0.904,0.019
albumin,general,Tel Aviv,31-50,0.013000000000000001,0.986,0.001
vitaminD,haredi,Dan - Petach Tikva,04-08,0.86,0.135,0.005
albumin,haredi,Sharon - Shomron,31-50,0.036000000000000004,0.9640000000000001,0.0
trig,arab,Jerusalem,51-65,0.0,0.573,0.42700000000000005
chol,arab,Jerusalem,80+,0.0,0.8270000000000001,0.17300000000000001
mgb,general,Haifa,19-21,0.008,0.961,0.031
hdl,general,South,22-30,0.179,0.821,0.0
iron,general,North,51-65,0.156,0.8190000000000001,0.025
znb,haredi,Dan - Petach Tikva,14-18,0.067,0.8909999999999999,0.042
trig,arab,Jerusalem,01-03,0.0,0.9670000000000001,0.033
folacid,arab,Haifa,66-79,0.254,0.746,0.0
hba1c,arab,Sharon - Shomron,19-21,0.001,0.88,0.11900000000000001
ferritin,arab,South,22-30,0.257,0.727,0.016
hba1c,general,South,22-30,0.004,0.9129999999999999,0.08199999999999999
hdl,haredi,Dan - Petach Tikva,14-18,0.223,0.777,0.0
ferritin,general,Central,04-08,0.252,0.746,0.001
nonhdl,general,Tel Aviv,31-50,0.0,0.7120000000000001,0.28800000000000003
hdl,haredi,Central,22-30,0.207,0.7929999999999999,0.0
vitaminD,arab,South,51-65,0.941,0.055,0.004
hdl,general,Tel Aviv,80+,0.195,0.805,0.0
albumin,general,North,09-13,0.006999999999999999,0.993,0.001
nonhdl,arab,Central,31-50,0.0,0.677,0.32299999999999995
transf,general,Tel Aviv,66-79,0.08199999999999999,0.8909999999999999,0.027000000000000003
folacid,haredi,Dan - Petach Tikva,66-79,0.253,0.747,0.0
hb,haredi,South,09-13,0.19,0.805,0.005
vitaminD,haredi,Haifa,51-65,0.782,0.20600000000000002,0.012
b12,haredi,Sharon - Shomron,51-65,0.086,0.8859999999999999,0.027000000000000003
nonhdl,general,Eilat,31-50,0.0,0.6629999999999999,0.337
chol,arab,North,80+,0.0,0.77,0.23
albumin,general,Central,66-79,0.037000000000000005,0.963,0.0
ldl,general,Tel Aviv,31-50,0.0,0.397,0.603
b12,general,Tel Aviv,51-65,0.057,0.907,0.036000000000000004
hdl,general,Tel Aviv,22-30,0.153,0.847,0.0
folacid,general,Tel Aviv,51-65,0.237,0.763,0.0
mgb,general,North,01-03,0.003,0.812,0.18600000000000003
chol,arab,Central,09-13,0.0,0.97,0.03
mgb,haredi,Haifa,31-50,0.018000000000000002,0.973,0.009000000000000001
ldl,arab,Central,31-50,0.0,0.39399999999999996,0.606
hba1c,general,Central,31-50,0.0,0.693,0.307
mgb,arab,Sharon - Shomron,14-18,0.035,0.83,0.135
albumin,general,Sharon - Shomron,80+,0.16699999999999998,0.8320000000000001,0.0
transf,haredi,Dan - Petach Tikva,19-21,0.013999999999999999,0.885,0.10099999999999999
transf,general,Jerusalem,22-30,0.019,0.858,0.12300000000000001
albumin,general,Eilat,31-50,0.027999999999999997,0.966,0.006
hb,general,Tel Aviv,31-50,0.151,0.846,0.002
hb,arab,Sharon - Shomron,04-08,0.10400000000000001,0.895,0.001
nonhdl,arab,North,66-79,0.0,0.807,0.193
chol,general,Central,80+,0.0,0.755,0.245
iron,arab,Dan - Petach Tikva,66-79,0.35700000000000004,0.637,0.006999999999999999
hba1c,haredi,Jerusalem,14-18,0.0,0.9229999999999999,0.077
b12,haredi,Haifa,22-30,0.078,0.907,0.015
vitaminD,arab,Central,31-50,0.914,0.085,0.002
hba1c,arab,South,66-79,0.0,0.222,0.777
iron,general,Dan - Petach Tikva,04-08,0.193,0.7170000000000001,0.091
albumin,arab,North,66-79,0.076,0.924,0.0
ldl,general,Jerusalem,04-08,0.0,0.6920000000000001,0.308
ferritin,haredi,Central,80+,0.067,0.821,0.111
ldl,haredi,Jerusalem,01-03,0.0,0.773,0.22699999999999998
hba1c,general,North,04-08,0.002,0.955,0.043
ferritin,general,Eilat,14-18,0.187,0.809,0.004
transf,haredi,South,14-18,0.006,0.912,0.08199999999999999
znb,general,Central,09-13,0.039,0.9359999999999999,0.025
b12,arab,Dan - Petach Tikva,80+,0.161,0.797,0.042
transf,arab,Central,14-18,0.008,0.865,0.127
trig,arab,North,04-08,0.0,0.9620000000000001,0.038
trig,haredi,Sharon - Shomron,51-65,0.0,0.665,0.335
iron,general,Haifa,31-50,0.145,0.805,0.051
hba1c,general,Sharon - Shomron,80+,0.0,0.284,0.716
hb,haredi,North,31-50,0.22899999999999998,0.77,0.001
trig,arab,Central,66-79,0.0,0.639,0.361
ldl,general,South,22-30,0.0,0.5820000000000001,0.418
iron,haredi,Dan - Petach Tikva,19-21,0.14800000000000002,0.794,0.057999999999999996
folacid,haredi,North,51-65,0.168,0.8320000000000001,0.0
mgb,general,Sharon - Shomron,09-13,0.005,0.763,0.23199999999999998
transf,haredi,Sharon - Shomron,31-50,0.019,0.857,0.124
trig,haredi,North,66-79,0.0,0.741,0.259
nonhdl,general,Central,14-18,0.0,0.951,0.049
nonhdl,arab,North,14-18,0.0,0.955,0.045
vitaminD,arab,South,22-30,0.977,0.021,0.001
iron,general,Haifa,51-65,0.128,0.846,0.025
chol,arab,Dan - Petach Tikva,09-13,0.0,0.968,0.032
iron,arab,Central,14-18,0.263,0.708,0.028999999999999998
vitaminD,general,Tel Aviv,14-18,0.774,0.21600000000000003,0.01
trig,general,Tel Aviv,66-79,0.0,0.7120000000000001,0.28800000000000003
vitaminD,general,South,19-21,0.894,0.099,0.006999999999999999
vitaminD,general,Central,22-30,0.809,0.184,0.006999999999999999
ferritin,general,Jerusalem,09-13,0.141,0.856,0.003
iron,arab,Haifa,19-21,0.195,0.764,0.040999999999999995
folacid,arab,Haifa,31-50,0.309,0.691,0.0
nonhdl,general,Haifa,19-21,0.0,0.9309999999999999,0.069
trig,arab,Dan - Petach Tikva,31-50,0.0,0.637,0.363
ferritin,general,Dan - Petach Tikva,01-03,0.309,0.69,0.001
chol,general,South,31-50,0.0,0.672,0.32799999999999996
iron,general,Jerusalem,04-08,0.23,0.6679999999999999,0.10099999999999999
albumin,general,Haifa,19-21,0.009000000000000001,0.9690000000000001,0.022000000000000002
trig,general,Tel Aviv,31-50,0.0,0.78,0.22
ferritin,arab,South,66-79,0.07400000000000001,0.8190000000000001,0.107
iron,haredi,Haifa,22-30,0.171,0.789,0.040999999999999995
folacid,haredi,Central,31-50,0.289,0.711,0.0
b12,general,Jerusalem,22-30,0.114,0.8740000000000001,0.011000000000000001
hb,general,Dan - Petach Tikva,80+,0.445,0.552,0.002
hba1c,haredi,Central,51-65,0.0,0.36,0.64
ferritin,haredi,Haifa,66-79,0.066,0.868,0.066
ferritin,arab,Sharon - Shomron,09-13,0.264,0.733,0.003
znb,arab,North,22-30,0.1,0.889,0.011000000000000001
vitaminD,general,Central,04-08,0.7170000000000001,0.276,0.008
ldl,haredi,Haifa,09-13,0.0,0.828,0.172
folacid,haredi,Sharon - Shomron,51-65,0.264,0.736,0.0
ldl,general,Central,66-79,0.0,0.54,0.46
chol,general,Haifa,66-79,0.0,0.723,0.27699999999999997
ferritin,haredi,Dan - Petach Tikva,04-08,0.287,0.7120000000000001,0.001
chol,haredi,North,51-65,0.0,0.573,0.42700000000000005
hdl,general,South,04-08,0.115,0.885,0.0
folacid,arab,Jerusalem,09-13,0.145,0.855,0.0
transf,haredi,Haifa,66-79,0.133,0.8420000000000001,0.025
nonhdl,haredi,Jerusalem,22-30,0.0,0.867,0.133
chol,general,Jerusalem,22-30,0.0,0.8420000000000001,0.158
transf,arab,South,01-03,0.019,0.9009999999999999,0.081
trig,general,North,19-21,0.0,0.919999999999999,0.08900000000000001
ferritin,arab,North,51-65,0.107,0.83,0.063
ldl,arab,South,66-79,0.0,0.5539999999999999,0.446
nonhdl,arab,North,09-13,0.0,0.96,0.04
mgb,haredi,South,22-30,0.018000000000000002,0.982,0.0
albumin,arab,Haifa,04-08,0.005,0.9940000000000001,0.001
nonhdl,general,Central,09-13,0.0,0.951,0.049
hba1c,general,South,80+,0.001,0.345,0.654
hb,arab,Sharon - Shomron,01-03,0.187,0.812,0.001
b12,general,Haifa,09-13,0.023,0.958,0.019
ferritin,general,Jerusalem,14-18,0.154,0.8440000000000001,0.003
ferritin,arab,Jerusalem,19-21,0.18899999999999997,0.802,0.009000000000000001
hba1c,haredi,North,22-30,0.009000000000000001,0.919999999999999,0.08
hba1c,haredi,Dan - Petach Tikva,14-18,0.0,0.8640000000000001,0.136
trig,arab,Sharon - Shomron,04-08,0.0,0.953,0.047
b12,haredi,South,66-79,0.0,0.794,0.20600000000000002
ldl,arab,North,04-08,0.0,0.758,0.242
transf,arab,Dan - Petach Tikva,14-18,0.022000000000000002,0.875,0.10300000000000001
znb,arab,Haifa,19-21,0.04,0.9279999999999999,0.032
hba1c,haredi,Haifa,66-79,0.001,0.302,0.6970000000000001
b12,arab,Jerusalem,80+,0.19699999999999998,0.75,0.053
znb,general,Dan - Petach Tikva,09-13,0.043,0.904,0.053
ldl,haredi,Dan - Petach Tikva,01-03,0.0,0.7559999999999999,0.244
hdl,haredi,Haifa,19-21,0.121,0.879,0.0
iron,haredi,South,31-50,0.24100000000000002,0.726,0.033
trig,general,Tel Aviv,51-65,0.0,0.682,0.318
b12,arab,Jerusalem,66-79,0.151,0.809,0.04
iron,haredi,South,66-79,0.233,0.74,0.027000000000000003
chol,arab,Haifa,14-18,0.0,0.9620000000000001,0.038
hb,haredi,Haifa,51-65,0.14800000000000002,0.848,0.005
hdl,general,South,51-65,0.19899999999999998,0.8009999999999999,0.0
znb,general,Sharon - Shomron,31-50,0.07,0.9009999999999999,0.028999999999999998
transf,arab,South,22-30,0.026000000000000002,0.799,0.174
folacid,general,Sharon - Shomron,14-18,0.396,0.604,0.0
mgb,arab,North,14-18,0.015,0.845,0.14
folacid,arab,North,04-08,0.107,0.893,0.0
hb,haredi,Sharon - Shomron,31-50,0.23,0.77,0.0
vitaminD,general,Jerusalem,04-08,0.698,0.297,0.004
znb,general,Haifa,66-79,0.046,0.934,0.02
hba1c,arab,North,31-50,0.001,0.6559999999999999,0.344
hba1c,general,Jerusalem,66-79,0.0,0.413,0.5870000000000001
transf,general,Tel Aviv,14-18,0.006,0.915,0.08
transf,haredi,Sharon - Shomron,51-65,0.063,0.92,0.018000000000000002
ferritin,arab,Haifa,80+,0.055,0.857,0.08800000000000001
vitaminD,general,South,66-79,0.757,0.231,0.012
chol,haredi,South,09-13,0.0,0.963,0.037000000000000005
albumin,general,Eilat,01-03,0.035,0.965,0.0
b12,arab,Haifa,31-50,0.087,0.902,0.011000000000000001
iron,arab,Jerusalem,51-65,0.205,0.785,0.01
transf,arab,Sharon - Shomron,80+,0.35700000000000004,0.627,0.016
hdl,general,Sharon - Shomron,04-08,0.10400000000000001,0.8959999999999999,0.0
hdl,general,Central,14-18,0.218,0.782,0.0
nonhdl,arab,Haifa,04-08,0.0,0.9740000000000001,0.026000000000000002
ferritin,haredi,Central,04-08,0.245,0.755,0.0
albumin,arab,Sharon - Shomron,51-65,0.045,0.955,0.0
nonhdl,general,Jerusalem,51-65,0.0,0.611,0.389
b12,haredi,Central,31-50,0.084,0.878,0.038
chol,haredi,Sharon - Shomron,51-65,0.0,0.657,0.34299999999999997
znb,arab,Jerusalem,14-18,0.08900000000000001,0.892,0.019
ldl,arab,North,66-79,0.0,0.609,0.391
nonhdl,arab,South,51-65,0.0,0.657,0.34299999999999997
ldl,general,Jerusalem,66-79,0.0,0.517,0.483
hb,general,Dan - Petach Tikva,01-03,0.13,0.8690000000000001,0.001
albumin,general,Dan - Petach Tikva,51-65,0.012,0.988,0.001
mgb,haredi,Jerusalem,31-50,0.001,0.993,0.006
iron,haredi,Central,01-03,0.337,0.591,0.073
albumin,haredi,Jerusalem,19-21,0.022000000000000002,0.972,0.006
iron,general,North,19-21,0.195,0.7440000000000001,0.061
iron,haredi,Dan - Petach Tikva,51-65,0.139,0.84,0.021
ldl,haredi,Central,31-50,0.0,0.46399999999999997,0.536
trig,general,Central,31-50,0.0,0.757,0.243
hb,general,Sharon - Shomron,19-21,0.163,0.8340000000000001,0.003
ferritin,arab,Dan - Petach Tikva,66-79,0.11,0.78,0.11
ferritin,arab,Dan - Petach Tikva,31-50,0.266,0.695,0.039
chol,arab,Dan - Petach Tikva,14-18,0.0,0.9540000000000001,0.046
b12,haredi,Dan - Petach Tikva,19-21,0.067,0.9159999999999999,0.017
hb,haredi,Dan - Petach Tikva,51-65,0.162,0.8340000000000001,0.003
b12,arab,Dan - Petach Tikva,22-30,0.087,0.899,0.013999999999999999
ldl,haredi,Dan - Petach Tikva,80+,0.0,0.529,0.47100000000000003
mgb,haredi,Central,04-08,0.003,0.71,0.287
ldl,haredi,Haifa,51-65,0.0,0.396,0.604
iron,general,Tel Aviv,80+,0.22899999999999998,0.763,0.009000000000000001
mgb,general,Dan - Petach Tikva,80+,0.057999999999999996,0.9229999999999999,0.019
chol,arab,Central,22-30,0.0,0.857,0.14300000000000002
ferritin,arab,Jerusalem,80+,0.076,0.792,0.132
chol,general,South,51-65,0.0,0.5870000000000001,0.413
ldl,general,Eilat,09-13,0.0,0.7340000000000001,0.266
mgb,arab,Sharon - Shomron,66-79,0.09,0.879,0.03
vitaminD,general,Haifa,80+,0.6609999999999999,0.317,0.021
znb,arab,North,19-21,0.092,0.8959999999999999,0.012
chol,haredi,Central,19-21,0.0,0.9359999999999999,0.064
chol,arab,Haifa,19-21,0.0,0.932,0.068
ldl,haredi,Jerusalem,66-79,0.0,0.518,0.48200000000000004
chol,arab,Jerusalem,14-18,0.0,0.951,0.049
b12,haredi,Haifa,66-79,0.044000000000000004,0.9079999999999999,0.048
chol,haredi,South,14-18,0.0,0.956,0.044000000000000004
albumin,haredi,Sharon - Shomron,14-18,0.022000000000000002,0.9640000000000001,0.013999999999999999
b12,general,Tel Aviv,22-30,0.083,0.904,0.013000000000000001
b12,arab,North,31-50,0.003,0.84,0.157
chol,haredi,North,66-79,0.0,0.711,0.289
mgb,arab,Sharon - Shomron,80+,0.09,0.889,0.022000000000000002
vitaminD,general,Haifa,66-79,0.665,0.32,0.016
hdl,haredi,Central,19-21,0.17600000000000002,0.8240000000000001,0.0
hb,haredi,Jerusalem,01-03,0.133,0.866,0.001
folacid,general,Eilat,22-30,0.34700000000000003,0.653,0.0
transf,haredi,Jerusalem,22-30,0.009000000000000001,0.83,0.16
ferritin,haredi,Dan - Petach Tikva,14-18,0.23399999999999999,0.762,0.003
nonhdl,haredi,Dan - Petach Tikva,19-21,0.0,0.945,0.055
trig,arab,North,31-50,0.0,0.706,0.294
iron,general,Dan - Petach Tikva,19-21,0.162,0.768,0.07
hb,general,Tel Aviv,51-65,0.133,0.863,0.005
hdl,general,Tel Aviv,19-21,0.2,0.8,0.0
ldl,haredi,South,09-13,0.0,0.777,0.223
ferritin,haredi,Central,19-21,0.161,0.83,0.009000000000000001
folacid,general,Central,80+,0.285,0.715,0.0
hb,arab,Dan - Petach Tikva,51-65,0.23600000000000002,0.759,0.005
ldl,arab,Jerusalem,22-30,0.0,0.526,0.474
ferritin,general,Dan - Petach Tikva,80+,0.064,0.852,0.085
folacid,arab,Haifa,09-13,0.309,0.691,0.0
ferritin,general,Haifa,14-18,0.11800000000000001,0.878,0.004
b12,arab,Jerusalem,31-50,0.129,0.865,0.006
hb,general,Jerusalem,66-79,0.184,0.809,0.006999999999999999
albumin,general,Tel Aviv,04-08,0.012,0.988,0.001
mgb,general,Eilat,51-65,0.03,0.9640000000000001,0.006
chol,general,Dan - Petach Tikva,51-65,0.0,0.594,0.406
chol,arab,Sharon - Shomron,51-65,0.0,0.726,0.27399999999999997
hb,haredi,Haifa,66-79,0.258,0.737,0.005
chol,general,Dan - Petach Tikva,01-03,0.0,0.966,0.034
iron,general,Sharon - Shomron,14-18,0.165,0.782,0.053
iron,arab,North,19-21,0.255,0.706,0.039
b12,arab,Haifa,66-79,0.127,0.813,0.06
hdl,haredi,South,19-21,0.17800000000000002,0.8220000000000001,0.0
chol,haredi,Jerusalem,22-30,0.0,0.86,0.14
ldl,general,Sharon - Shomron,01-03,0.0,0.747,0.253
b12,general,Jerusalem,51-65,0.091,0.885,0.023
trig,general,Haifa,04-08,0.0,0.961,0.039
mgb,general,North,66-79,0.045,0.94,0.015
transf,arab,Jerusalem,51-65,0.06,0.902,0.038
ferritin,arab,Dan - Petach Tikva,14-18,0.26,0.735,0.005
folacid,arab,North,80+,0.31,0.69,0.0
vitaminD,arab,Sharon - Shomron,09-13,0.977,0.023,0.0
folacid,haredi,Dan - Petach Tikva,09-13,0.366,0.634,0.0
hdl,arab,Jerusalem,01-03,0.23399999999999999,0.7659999999999999,0.0
hba1c,general,Haifa,04-08,0.0,0.91,0.09
transf,general,Eilat,14-18,0.004,0.8759999999999999,0.11900000000000001
iron,arab,Sharon - Shomron,80+,0.479,0.52,0.001
trig,general,North,31-50,0.0,0.762,0.23800000000000002
vitaminD,haredi,Jerusalem,31-50,0.894,0.09699999999999999,0.009000000000000001
chol,arab,Jerusalem,04-08,0.0,0.9540000000000001,0.046
trig,haredi,Sharon - Shomron,22-30,0.0,0.87,0.13
hb,general,Tel Aviv,66-79,0.233,0.764,0.003
hdl,arab,South,04-08,0.226,0.774,0.0
albumin,arab,Dan - Petach Tikva,14-18,0.003,0.987,0.01
chol,haredi,Dan - Petach Tikva,51-65,0.0,0.625,0.375
transf,arab,Jerusalem,31-50,0.025,0.888,0.087
trig,haredi,Sharon - Shomron,09-13,0.0,0.95,0.05
b12,haredi,North,22-30,0.003,0.847,0.15
trig,haredi,South,14-18,0.0,0.9159999999999999,0.084
vitaminD,arab,Jerusalem,14-18,0.972,0.027000000000000003,0.001
hb,general,Tel Aviv,80+,0.45,0.5489999999999999,0.002
chol,general,North,09-13,0.0,0.953,0.047
vitaminD,arab,Dan - Petach Tikva,66-79,0.92,0.068,0.012
transf,arab,South,04-08,0.019,0.919,0.062
hb,general,Haifa,14-18,0.289,0.674,0.036000000000000004
trig,arab,Central,22-30,0.0,0.802,0.198
trig,general,Sharon - Shomron,51-65,0.0,0.6809999999999999,0.319
albumin,general,North,22-30,0.044000000000000004,0.9540000000000001,0.002
nonhdl,general,Sharon - Shomron,22-30,0.0,0.855,0.145
vitaminD,arab,Haifa,19-21,0.96,0.04,0.0
mgb,arab,Jerusalem,19-21,0.004,0.965,0.031
chol,arab,Haifa,51-65,0.0,0.674,0.326
transf,general,Eilat,01-03,0.004,0.941,0.054000000000000006
iron,general,Haifa,14-18,0.16899999999999998,0.777,0.054000000000000006
transf,general,Dan - Petach Tikva,19-21,0.016,0.892,0.092
hb,haredi,Jerusalem,04-08,0.048,0.95,0.002
znb,general,North,66-79,0.09,0.8959999999999999,0.013000000000000001
hba1c,general,Sharon - Shomron,09-13,0.0,0.86,0.14
ferritin,general,Central,01-03,0.308,0.69,0.002
vitaminD,haredi,Dan - Petach Tikva,19-21,0.929,0.067,0.004
folacid,general,South,31-50,0.307,0.693,0.0
trig,general,Jerusalem,09-13,0.0,0.912,0.08800000000000001
ldl,arab,Jerusalem,19-21,0.0,0.654,0.34600000000000003
ferritin,general,Sharon - Shomron,22-30,0.13,0.857,0.013000000000000001
nonhdl,arab,North,31-50,0.0,0.6779999999999999,0.322
b12,arab,North,19-21,0.005,0.7859999999999999,0.209
vitaminD,arab,Dan - Petach Tikva,09-13,0.963,0.037000000000000005,0.0
albumin,arab,South,01-03,0.07200000000000001,0.9279999999999999,0.0
hb,arab,Sharon - Shomron,51-65,0.204,0.79,0.006
ferritin,general,Dan - Petach Tikva,14-18,0.205,0.7929999999999999,0.002
znb,general,Haifa,51-65,0.021,0.9490000000000001,0.03
iron,arab,Dan - Petach Tikva,31-50,0.27899999999999997,0.701,0.02
folacid,haredi,South,66-79,0.226,0.774,0.0
transf,arab,Sharon - Shomron,09-13,0.012,0.888,0.1
chol,haredi,Haifa,80+,0.0,0.767,0.233
albumin,arab,Sharon - Shomron,31-50,0.031,0.968,0.0
hb,arab,Jerusalem,31-50,0.184,0.8029999999999999,0.013000000000000001
transf,arab,Haifa,04-08,0.013000000000000001,0.9670000000000001,0.02
hdl,haredi,Central,04-08,0.133,0.867,0.0
hb,general,Jerusalem,14-18,0.217,0.72,0.062
chol,arab,Dan - Petach Tikva,01-03,0.0,0.9790000000000001,0.021
vitaminD,haredi,Haifa,80+,0.637,0.325,0.037000000000000005
b12,haredi,Haifa,04-08,0.004,0.9540000000000001,0.042
chol,arab,Dan - Petach Tikva,51-65,0.0,0.738,0.262
albumin,general,Dan - Petach Tikva,31-50,0.021,0.977,0.002
znb,general,Sharon - Shomron,14-18,0.057999999999999996,0.915,0.027999999999999997
mgb,arab,North,31-50,0.011000000000000001,0.982,0.006999999999999999
albumin,general,Jerusalem,01-03,0.023,0.977,0.0
hba1c,arab,Haifa,04-08,0.0,0.9129999999999999,0.087
iron,general,Eilat,04-08,0.174,0.7120000000000001,0.114
transf,arab,Sharon - Shomron,22-30,0.034,0.8420000000000001,0.124
ldl,general,Jerusalem,14-18,0.0,0.753,0.247
hba1c,general,Central,66-79,0.0,0.27699999999999997,0.722
nonhdl,general,Sharon - Shomron,01-03,0.0,0.9790000000000001,0.021
hb,arab,Dan - Petach Tikva,66-79,0.436,0.563,0.001
folacid,general,Tel Aviv,04-08,0.09,0.91,0.0
transf,arab,North,04-08,0.011000000000000001,0.9520000000000001,0.037000000000000005
transf,arab,Sharon - Shomron,51-65,0.121,0.8320000000000001,0.047
transf,arab,Sharon - Shomron,01-03,0.012,0.945,0.043
chol,general,North,51-65,0.0,0.578,0.42200000000000004
chol,general,North,01-03,0.0,0.9670000000000001,0.033
iron,arab,Dan - Petach Tikva,80+,0.455,0.527,0.018000000000000002
hb,general,North,19-21,0.192,0.8059999999999999,0.002
hdl,haredi,Jerusalem,19-21,0.201,0.799,0.0
ldl,haredi,Central,66-79,0.0,0.555,0.445
ferritin,haredi,Sharon - Shomron,31-50,0.135,0.858,0.006999999999999999
iron,general,South,04-08,0.242,0.669,0.08900000000000001
transf,arab,Haifa,22-30,0.04,0.897,0.062
chol,haredi,South,22-30,0.0,0.863,0.13699999999999998
hb,arab,Dan - Petach Tikva,80+,0.535,0.465,0.0
iron,haredi,Dan - Petach Tikva,01-03,0.354,0.573,0.073
b12,general,Dan - Petach Tikva,31-50,0.075,0.909,0.016
ldl,arab,Haifa,80+,0.0,0.642,0.358
trig,haredi,Central,04-08,0.0,0.968,0.032
vitaminD,general,Sharon - Shomron,09-13,0.777,0.215,0.008
hdl,general,Eilat,04-08,0.094,0.9059999999999999,0.0
b12,arab,South,31-50,0.002,0.868,0.13
nonhdl,haredi,Central,19-21,0.0,0.943,0.057
ldl,arab,Haifa,66-79,0.0,0.6409999999999999,0.359
ldl,general,Jerusalem,01-03,0.0,0.715,0.285
vitaminD,general,North,22-30,0.6940000000000001,0.27899999999999997,0.026000000000000002
ferritin,general,Haifa,31-50,0.094,0.8740000000000001,0.032
b12,general,South,51-65,0.003,0.826,0.172
ldl,haredi,Central,80+,0.0,0.629,0.371
ldl,general,Jerusalem,51-65,0.0,0.341,0.659
chol,general,Tel Aviv,22-30,0.0,0.8320000000000001,0.168
ldl,general,South,31-50,0.0,0.379,0.621
iron,general,Sharon - Shomron,19-21,0.183,0.754,0.063
iron,arab,Haifa,51-65,0.156,0.828,0.015
hb,haredi,Central,01-03,0.177,0.823,0.001
hba1c,haredi,Jerusalem,09-13,0.0,0.9279999999999999,0.07200000000000001
hb,haredi,Central,04-08,0.076,0.924,0.0
vitaminD,general,Sharon - Shomron,01-03,0.615,0.374,0.01
transf,haredi,Dan - Petach Tikva,09-13,0.003,0.898,0.098
transf,arab,Haifa,09-13,0.009000000000000001,0.9420000000000001,0.049
chol,arab,Central,14-18,0.0,0.9590000000000001,0.040999999999999995
b12,arab,Haifa,19-21,0.07200000000000001,0.917,0.011000000000000001
hb,arab,Haifa,51-65,0.16399999999999998,0.83,0.006
iron,haredi,Central,51-65,0.147,0.833,0.02
hdl,haredi,Jerusalem,01-03,0.32299999999999995,0.677,0.0
hb,arab,Haifa,19-21,0.187,0.8079999999999999,0.005
ferritin,general,South,14-18,0.16899999999999998,0.825,0.006
folacid,haredi,Central,80+,0.33299999999999996,0.667,0.0
folacid,haredi,Central,66-79,0.258,0.742,0.0
ldl,general,Sharon - Shomron,66-79,0.0,0.527,0.473
ldl,general,Sharon - Shomron,80+,0.0,0.5539999999999999,0.446
ferritin,arab,Sharon - Shomron,19-21,0.221,0.769,0.01
vitaminD,arab,Jerusalem,66-79,0.873,0.19,0.018000000000000002
folacid,general,Central,01-03,0.08199999999999999,0.9179999999999999,0.0
b12,haredi,Sharon - Shomron,14-18,0.051,0.943,0.006
znb,general,Tel Aviv,31-50,0.071,0.909,0.02
vitaminD,arab,Jerusalem,80+,0.85,0.135,0.015
transf,general,Sharon - Shomron,14-18,0.008,0.914,0.077
folacid,general,North,31-50,0.20800000000000002,0.792,0.0
hb,haredi,Sharon - Shomron,14-18,0.32299999999999995,0.657,0.02
iron,haredi,Sharon - Shomron,14-18,0.145,0.812,0.043
albumin,arab,Jerusalem,80+,0.18600000000000003,0.8140000000000001,0.0
hdl,arab,Jerusalem,80+,0.307,0.693,0.0
hba1c,arab,Haifa,51-65,0.0,0.273,0.726
transf,general,Jerusalem,04-08,0.005,0.963,0.032
hb,haredi,Central,19-21,0.22699999999999998,0.7709999999999999,0.001
hdl,arab,Jerusalem,66-79,0.327,0.6729999999999999,0.0
albumin,haredi,Jerusalem,01-03,0.028999999999999998,0.971,0.0
iron,general,North,01-03,0.308,0.617,0.075
trig,haredi,North,22-30,0.0,0.836,0.16399999999999998
hdl,general,Dan - Petach Tikva,04-08,0.19,0.8909999999999999,0.0
ferritin,general,Jerusalem,19-21,0.142,0.8490000000000001,0.009000000000000001
nonhdl,general,North,09-13,0.0,0.961,0.039
nonhdl,haredi,Sharon - Shomron,09-13,0.0,0.983,0.017
albumin,general,Sharon - Shomron,51-65,0.019,0.981,0.0
mgb,arab,Sharon - Shomron,22-30,0.037000000000000005,0.9279999999999999,0.035
hdl,arab,Dan - Petach Tikva,14-18,0.301,0.6990000000000001,0.0
ldl,general,North,14-18,0.0,0.777,0.223
iron,haredi,Dan - Petach Tikva,09-13,0.245,0.675,0.08
hdl,general,Central,01-03,0.244,0.7559999999999999,0.0
hdl,general,Haifa,09-13,0.131,0.8690000000000001,0.0
albumin,haredi,Sharon - Shomron,09-13,0.0,1.0,0.0
hdl,haredi,Sharon - Shomron,22-30,0.203,0.797,0.0
b12,arab,Dan - Petach Tikva,66-79,0.154,0.728,0.11800000000000001
hb,general,Jerusalem,51-65,0.099,0.887,0.013999999999999999
hb,general,Jerusalem,04-08,0.046,0.951,0.003
folacid,arab,Dan - Petach Tikva,51-65,0.27399999999999997,0.726,0.0
folacid,general,South,14-18,0.435,0.565,0.0
transf,haredi,South,51-65,0.015,0.9520000000000001,0.033
znb,general,Tel Aviv,66-79,0.085,0.89,0.025
iron,arab,North,04-08,0.289,0.65,0.061
znb,arab,Sharon - Shomron,22-30,0.083,0.91,0.006999999999999999
transf,general,Jerusalem,09-13,0.004,0.915,0.081
mgb,arab,Central,04-08,0.0,0.6459999999999999,0.354
ldl,general,Haifa,31-50,0.0,0.431,0.569
hdl,general,Jerusalem,19-21,0.19,0.81,0.0
b12,general,Haifa,51-65,0.062,0.9079999999999999,0.03
albumin,general,South,80+,0.16699999999999998,0.833,0.0
trig,general,Dan - Petach Tikva,04-08,0.0,0.9640000000000001,0.036000000000000004
chol,haredi,North,09-13,0.0,0.9470000000000001,0.053
transf,general,Haifa,51-65,0.069,0.9059999999999999,0.024
